=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-2-11_18-0-34
====================================================================================
18:0:34 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
18:0:34 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
18:0:34 | [PermissionManager] Perm (FreeCamera) has been registered!
18:0:34 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
18:0:34 | [PermissionManager] Perm (MenuItemManager) has been registered!
18:0:34 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
18:0:34 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
18:0:34 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
18:0:34 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
18:0:34 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
18:0:34 | [PermissionManager] Perm (MenuServerManager) has been registered!
18:0:34 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
18:0:34 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
18:0:34 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
18:0:34 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
18:0:34 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
18:0:34 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
18:0:34 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
18:0:34 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
18:0:34 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
18:0:34 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
18:0:34 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
18:0:34 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
18:0:34 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
18:0:34 | [PermissionManager] Perm (MenuObjectManager) has been registered!
18:0:34 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
18:0:34 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
18:0:34 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
18:0:34 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
18:0:34 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
18:0:34 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
18:0:34 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
18:0:34 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
18:0:34 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
18:0:34 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
18:0:34 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
18:0:34 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
18:0:34 | [PermissionManager] Perm (MenuBansManager) has been registered!
18:0:34 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
18:0:34 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
18:0:34 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
18:0:34 | [PermissionManager] Perm (MenuWebHooks) has been registered!
18:0:34 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
18:0:34 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
18:0:34 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
18:0:34 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
18:0:34 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
18:0:34 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
18:0:34 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
18:0:34 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
18:0:34 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
18:0:34 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
18:0:34 | [PermissionManager] Perm (EspToolsMenu) has been registered!
18:0:34 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
18:0:34 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
18:0:34 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
18:0:34 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
18:0:34 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
18:0:34 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
18:0:34 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
18:0:34 | [PermissionManager] Adding Super Admin (76561198253386609)
18:0:34 | [PermissionManager] Adding Super Admin (76561198442072760)
18:0:34 | [PermissionManager] Adding Super Admin (76561198950594742)
18:0:34 | [PermissionManager] Adding Super Admin (76561198329721265)
18:0:34 | [PermissionManager] Loaded UserGroups.json
18:0:34 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
18:0:34 | Building Sets Loaded: 0
18:0:34 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
18:0:34 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
18:0:34 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
18:0:34 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
18:1:53 | Player "BRUXO" (steamId=76561198140728342) connected to server!
18:1:58 | Player "NoobMaster" (steamId=76561198953587456) connected to server!
18:2:27 | Player "NoobMaster" (steamId=76561198953587456) connected to server!
18:2:27 | Player "BRUXO" (steamId=76561198140728342) connected to server!
18:5:39 | Player "Andr*" (steamId=76561198220503995) connected to server!
18:6:14 | Player "Survivor" (steamId=76561198050460056) connected to server!
18:6:29 | Player "Survivor" (steamId=76561198050460056) connected to server!
18:6:48 | Player "Andr*" (steamId=76561198220503995) connected to server!
18:10:23 | Player "FOLLADOR" (steamId=76561198090382044) connected to server!
18:16:10 | Player "Super Mouse" (steamId=76561199214576884) connected to server!
18:17:17 | Player "Super Mouse" (steamId=76561199214576884) connected to server!
18:21:7 | Player "NoobMaster" (steamId=76561198953587456) disconnected from server.
18:27:44 | Player "FOLLADOR" (steamId=76561198090382044) disconnected from server.
18:27:48 | Player "FOLLADOR" (steamId=76561198090382044) disconnected from server.
18:29:30 | Player "GATITEN" (steamId=76561198304820439) connected to server!
18:29:44 | Player "GATITEN" (steamId=76561198304820439) connected to server!
18:30:35 | Player "OneTap" (steamId=76561198815235590) connected to server!
18:31:26 | Player "OneTap" (steamId=76561198815235590) connected to server!
18:57:0 | Player "GATITEN" (steamId=76561198304820439) disconnected from server.
18:57:1 | Player "GATITEN" (steamId=76561198304820439) disconnected from server.
18:57:35 | Player "MBrown" (steamId=76561198834441216) connected to server!
18:58:31 | Player "MBrown" (steamId=76561198834441216) connected to server!
19:26:21 | Player "NUDS,com" (steamId=76561199046735504) connected to server!
19:26:41 | Player "NUDS,com" (steamId=76561199046735504) connected to server!
19:27:36 | Player "OneTap" (steamId=76561198815235590) disconnected from server.
19:31:28 | Player "Survivor (2)" (steamId=76561198362899277) connected to server!
19:32:15 | Player "Survivor" (steamId=76561198050460056) disconnected from server.
19:32:17 | Player "Survivor" (steamId=76561198050460056) disconnected from server.
19:46:17 | Player "Rafael" (steamId=76561199099939086) connected to server!
19:49:29 | Player "SniperBrasileiro " (steamId=76561198876185496) connected to server!
19:50:35 | Player "SniperBrasileiro " (steamId=76561198876185496) connected to server!
19:52:34 | Player "Survivor (2)" (steamId=76561198362899277) disconnected from server.
19:52:36 | Player "Survivor (2)" (steamId=76561198362899277) disconnected from server.
20:1:31 | Player "[LMM]Sargentolmm" (steamId=76561197993431575) connected to server!
20:1:58 | Player "[LMM]Sargentolmm" (steamId=76561197993431575) connected to server!
20:4:16 | Player "[Mercenarios] Rambo" (steamId=76561198375135263) connected to server!
20:4:28 | Player "[Mercenarios] Rambo" (steamId=76561198375135263) connected to server!
20:10:32 | Player "KiinM" (steamId=76561198888283893) connected to server!
20:11:29 | Player "KiinM" (steamId=76561198888283893) connected to server!
20:15:28 | Player "NoobMaster" (steamId=76561198953587456) connected to server!
20:15:57 | Player "MBrown" (steamId=76561198834441216) disconnected from server.
20:16:10 | Player "NoobMaster" (steamId=76561198953587456) connected to server!
20:18:12 | Player "KiinM" (steamId=76561198888283893) disconnected from server.
20:18:14 | Player "KiinM" (steamId=76561198888283893) disconnected from server.
20:18:26 | Player "Survivor" (steamId=76561198362899277) connected to server!
20:18:40 | Player "GATITEN" (steamId=76561198304820439) connected to server!
20:19:8 | Player "GATITEN" (steamId=76561198304820439) connected to server!
20:19:23 | Player "Survivor" (steamId=76561198362899277) connected to server!
20:22:6 | Player "Baka182" (steamId=76561198283309946) connected to server!
20:22:33 | Player "Baka182" (steamId=76561198283309946) connected to server!
20:22:39 | Player "Andr*" (steamId=76561198220503995) disconnected from server.
20:22:44 | Player "Andr*" (steamId=76561198220503995) disconnected from server.
20:22:51 | Player "Survivor" (steamId=76561198362899277) disconnected from server.
20:22:54 | Player "Survivor" (steamId=76561198362899277) re-connected to server [canceledLogout]
20:23:18 | Player "Strike FA" (steamId=76561199048528205) connected to server!
20:23:19 | Player "Survivor" (steamId=76561198362899277) disconnected from server.
20:24:4 | Player "[Mercenarios] Mayhem" (steamId=76561198291345014) connected to server!
20:24:24 | Player "MBrown" (steamId=76561198834441216) connected to server!
20:24:29 | Player "[Mercenarios] Mayhem" (steamId=76561198291345014) connected to server!
20:24:33 | Player "MBrown" (steamId=76561198834441216) connected to server!
20:27:5 | Player "Super Mouse" (steamId=76561199214576884) disconnected from server.
20:28:27 | Player "Survivor" (steamId=76561198362899277) connected to server!
20:29:28 | Player "Strike FA" (steamId=76561199048528205) disconnected from server.
20:30:15 | Player "Survivor" (steamId=76561198362899277) disconnected from server.
20:30:17 | Player "Survivor" (steamId=76561198362899277) disconnected from server.
20:30:42 | Player "Survivor" (steamId=76561198362899277) connected to server!
20:30:46 | Player "Strike FA" (steamId=76561199048528205) connected to server!
20:30:54 | Player "Survivor" (steamId=76561198362899277) connected to server!
20:30:54 | Player "Havaianos" (steamId=76561198128780952) connected to server!
20:31:10 | Player "Havaianos" (steamId=76561198128780952) connected to server!
20:32:26 | Player "Super Mouse" (steamId=76561199214576884) connected to server!
20:34:30 | Player "Survivor" (steamId=76561198362899277) disconnected from server.
20:34:31 | Player "Survivor" (steamId=76561198362899277) disconnected from server.
20:35:23 | Player "Survivor" (steamId=76561198362899277) connected to server!
20:35:30 | Player "Survivor" (steamId=76561198362899277) connected to server!
20:38:6 | Player "ER-Masius" (steamId=76561198390835868) connected to server!
20:38:33 | Player "ER-Masius" (steamId=76561198390835868) connected to server!
20:39:18 | Player "Rafael" (steamId=76561199099939086) disconnected from server.
20:39:23 | Player "[CMDs]MrZulu" (steamId=76561198133335010) connected to server!
20:40:25 | Player "[CMDs]MrZulu" (steamId=76561198133335010) connected to server!
20:40:42 | Player "Super Mouse" (steamId=76561199214576884) connected to server!
20:41:0 | Player "[VKG] Ragnar Lothbrok" (steamId=76561198103856699) connected to server!
20:41:53 | Player "BRUXO" (steamId=76561198140728342) disconnected from server.
20:41:55 | Player "BRUXO" (steamId=76561198140728342) disconnected from server.
20:43:17 | Player "AVG // STARK" (steamId=76561198133211909) connected to server!
20:43:39 | Player "AVG // STARK" (steamId=76561198133211909) connected to server!
