=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-2-10_18-1-19
====================================================================================
18:1:19 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
18:1:19 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
18:1:19 | [PermissionManager] Perm (FreeCamera) has been registered!
18:1:19 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
18:1:19 | [PermissionManager] Perm (MenuItemManager) has been registered!
18:1:19 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
18:1:19 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
18:1:19 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
18:1:19 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
18:1:19 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
18:1:19 | [PermissionManager] Perm (MenuServerManager) has been registered!
18:1:19 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
18:1:19 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
18:1:19 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
18:1:19 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
18:1:19 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
18:1:19 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
18:1:19 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
18:1:19 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
18:1:19 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
18:1:19 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
18:1:19 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
18:1:19 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
18:1:19 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
18:1:19 | [PermissionManager] Perm (MenuObjectManager) has been registered!
18:1:19 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
18:1:19 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
18:1:19 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
18:1:19 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
18:1:19 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
18:1:19 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
18:1:19 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
18:1:19 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
18:1:19 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
18:1:19 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
18:1:19 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
18:1:19 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
18:1:19 | [PermissionManager] Perm (MenuBansManager) has been registered!
18:1:19 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
18:1:19 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
18:1:19 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
18:1:19 | [PermissionManager] Perm (MenuWebHooks) has been registered!
18:1:19 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
18:1:19 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
18:1:19 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
18:1:19 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
18:1:19 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
18:1:19 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
18:1:19 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
18:1:19 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
18:1:19 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
18:1:19 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
18:1:19 | [PermissionManager] Perm (EspToolsMenu) has been registered!
18:1:19 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
18:1:19 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
18:1:19 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
18:1:19 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
18:1:19 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
18:1:19 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
18:1:19 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
18:1:19 | [PermissionManager] Adding Super Admin (76561198253386609)
18:1:19 | [PermissionManager] Adding Super Admin (76561198442072760)
18:1:19 | [PermissionManager] Adding Super Admin (76561198950594742)
18:1:19 | [PermissionManager] Loaded UserGroups.json
18:1:19 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
18:1:19 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
18:1:19 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
18:1:19 | Building Sets Loaded: 1
18:1:19 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
18:1:19 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
18:2:3 | Player "Boina." (steamId=76561198329721265) connected to server!
18:2:4 | Player "Clark Kent" (steamId=76561199147618923) connected to server!
18:2:9 | Player "BRUXO" (steamId=76561198140728342) connected to server!
18:2:32 | Player "Boina." (steamId=76561198329721265) connected to server!
18:2:32 | Player "Clark Kent" (steamId=76561199147618923) connected to server!
18:2:34 | Player "NeL" (steamId=76561198073694471) connected to server!
18:2:35 | Player "Quality Perfect" (steamId=76561198809987603) connected to server!
18:2:39 | Player "[AVG]cap.america" (steamId=76561198046104047) connected to server!
18:2:49 | Player "BRUXO" (steamId=76561198140728342) connected to server!
18:2:53 | Player "NeL" (steamId=76561198073694471) connected to server!
18:2:57 | Player "[AVG]cap.america" (steamId=76561198046104047) connected to server!
18:3:21 | Player "Fantasma FA" (steamId=76561198044029356) connected to server!
18:3:54 | Player "Fantasma FA" (steamId=76561198044029356) connected to server!
18:4:3 | Player "Quality Perfect" (steamId=76561198809987603) connected to server!
18:10:41 | Player "Perdido" (steamId=76561198110678456) connected to server!
18:11:0 | Player "Perdido" (steamId=76561198110678456) connected to server!
18:27:29 | Player "AVG // STARK" (steamId=76561198133211909) connected to server!
18:28:3 | Player "AVG // STARK" (steamId=76561198133211909) connected to server!
18:37:5 | Player "Fantasma FA" (steamId=76561198044029356) disconnected from server.
18:38:37 | Player "Fantasma FA" (steamId=76561198044029356) connected to server!
18:39:38 | Player "Fantasma FA" (steamId=76561198044029356) connected to server!
18:46:59 | Player "Perdido" (steamId=76561198110678456) disconnected from server.
18:53:21 | Player "Survivor" (steamId=76561199217192999) connected to server!
18:53:46 | Player "NoobMaster" (steamId=76561198953587456) connected to server!
18:54:24 | Player "NoobMaster" (steamId=76561198953587456) connected to server!
18:54:44 | Player "AVG // STARK" (steamId=76561198133211909) disconnected from server.
18:54:46 | Player "AVG // STARK" (steamId=76561198133211909) disconnected from server.
18:55:25 | Player "MAKAVELY" (steamId=76561198091164770) connected to server!
18:58:8 | Player "MAKAVELY" (steamId=76561198091164770) disconnected from server.
18:58:9 | Player "MAKAVELY" (steamId=76561198091164770) disconnected from server.
19:2:0 | Player "Fantasma FA" (steamId=76561198044029356) disconnected from server.
19:13:38 | Player "Perdido" (steamId=76561198110678456) connected to server!
19:13:59 | Player "Perdido" (steamId=76561198110678456) connected to server!
19:20:30 | Player "SniperBrasileiro " (steamId=76561198876185496) connected to server!
19:21:37 | Player "SniperBrasileiro " (steamId=76561198876185496) connected to server!
19:21:43 | Player "AVG // STARK" (steamId=76561198133211909) connected to server!
19:22:16 | Player "AVG // STARK" (steamId=76561198133211909) connected to server!
19:32:0 | Player "Quality Perfect" (steamId=76561198809987603) disconnected from server.
19:32:2 | Player "Quality Perfect" (steamId=76561198809987603) disconnected from server.
19:32:3 | Player "NeL" (steamId=76561198073694471) disconnected from server.
19:32:6 | Player "NeL" (steamId=76561198073694471) disconnected from server.
19:35:25 | Player "[LMM]Sargentolmm" (steamId=76561197993431575) connected to server!
19:35:54 | Player "[LMM]Sargentolmm" (steamId=76561197993431575) connected to server!
19:36:10 | Player "Clark Kent" (steamId=76561199147618923) disconnected from server.
19:37:6 | Player "ER-Masius" (steamId=76561198390835868) connected to server!
19:39:3 | Player "KABUT" (steamId=76561198877070289) connected to server!
19:41:31 | Player "MS_Dinamyte" (steamId=76561198866694473) connected to server!
19:45:7 | Player "[Mercenarios] Rambo" (steamId=76561198375135263) connected to server!
19:45:33 | Player "[Mercenarios] Rambo" (steamId=76561198375135263) connected to server!
19:48:10 | Player "BRUXO" (steamId=76561198140728342) disconnected from server.
19:50:12 | Player "Fantasma FA" (steamId=76561199214576884) connected to server!
19:51:15 | Player "Fantasma FA" (steamId=76561199214576884) connected to server!
19:55:35 | Player "Perdido" (steamId=76561198110678456) disconnected from server.
19:55:39 | Player "Perdido" (steamId=76561198110678456) disconnected from server.
19:55:51 | Player "BRUXO" (steamId=76561198140728342) connected to server!
19:56:22 | Player "BRUXO" (steamId=76561198140728342) connected to server!
20:2:3 | Player "Fantasma FA" (steamId=76561199214576884) disconnected from server.
20:3:59 | Player "[Mercenarios] Chines Angolano" (steamId=76561198128636633) connected to server!
20:4:59 | Player "SniperSolitario" (steamId=76561198983667943) connected to server!
20:5:13 | Player "Quality Perfect" (steamId=76561198809987603) connected to server!
20:5:44 | Player "Quality Perfect" (steamId=76561198809987603) connected to server!
20:5:53 | Player "[Mercenarios] Chines Angolano" (steamId=76561198128636633) connected to server!
20:6:40 | Player "ER-Masius" (steamId=76561198390835868) disconnected from server.
20:7:27 | Player "NeL" (steamId=76561198073694471) connected to server!
20:9:13 | Player "Quality Perfect" (steamId=76561198809987603) disconnected from server.
20:9:18 | Player "Quality Perfect" (steamId=76561198809987603) disconnected from server.
20:10:15 | Player "SniperSolitario" (steamId=76561198983667943) disconnected from server.
20:10:16 | Player "SniperSolitario" (steamId=76561198983667943) disconnected from server.
20:11:42 | Player "NeL" (steamId=76561198073694471) connected to server!
20:13:26 | Player "NeL" (steamId=76561198073694471) disconnected from server.
20:15:29 | Player "MS_Dinamyte" (steamId=76561198866694473) disconnected from server.
20:15:32 | Player "MS_Dinamyte" (steamId=76561198866694473) disconnected from server.
20:15:38 | Player "KABUT" (steamId=76561198877070289) disconnected from server.
20:19:20 | Player "[AVG]cap.america" (steamId=76561198046104047) disconnected from server.
20:27:57 | Player "[Mercenarios] Mayhem" (steamId=76561198291345014) connected to server!
20:28:27 | Player "[Mercenarios] Mayhem" (steamId=76561198291345014) connected to server!
20:30:7 | Player "[AVG]cap.america" (steamId=76561198046104047) connected to server!
20:30:33 | Player "[AVG]cap.america" (steamId=76561198046104047) connected to server!
20:32:27 | Player "[LMM]Sargentolmm" (steamId=76561197993431575) disconnected from server.
20:38:7 | Player "NUDS,com" (steamId=76561199046735504) connected to server!
20:38:43 | Player "NUDS,com" (steamId=76561199046735504) connected to server!
20:38:44 | Player "ER-Masius" (steamId=76561198390835868) connected to server!
20:39:19 | Player "ER-Masius" (steamId=76561198390835868) connected to server!
20:44:30 | Player "[LMM]Sargentolmm" (steamId=76561197993431575) connected to server!
20:44:58 | Player "[LMM]Sargentolmm" (steamId=76561197993431575) connected to server!
20:55:5 | Player "SniperBrasileiro " (steamId=76561198876185496) disconnected from server.
20:55:7 | Player "SniperBrasileiro " (steamId=76561198876185496) disconnected from server.
20:57:50 | Player "MBrown" (steamId=76561198834441216) connected to server!
20:58:54 | Player "MBrown" (steamId=76561198834441216) connected to server!
21:0:18 | Player "Boina." (steamId=76561198329721265) disconnected from server.
21:0:45 | Player "Boina." (steamId=76561198329721265) connected to server!
21:4:42 | Player "Clark Kent" (steamId=76561199147618923) connected to server!
21:4:54 | Player "BRUXO" (steamId=76561198140728342) disconnected from server.
21:4:56 | Player "BRUXO" (steamId=76561198140728342) disconnected from server.
21:5:15 | Player "Clark Kent" (steamId=76561199147618923) connected to server!
21:7:56 | Player "[Mercenarios] Mayhem" (steamId=76561198291345014) disconnected from server.
21:8:0 | Player "[Mercenarios] Mayhem" (steamId=76561198291345014) disconnected from server.
21:20:32 | Player "SANTANA" (steamId=76561199228878387) connected to server!
